unit_price_incl_tax,product_region_name,importer_name,offer_id,varietalcategory_name,producing_winery_winedirect_upc,title,varietal_list,label_classification,product_title,product_winery_name,utm_lt_campaign_token,varietal,utm_ft_keywords,product_style_name
37.8,United States > California > Napa Valley > Rutherford,,,Cabernet Sauvignon,20000584-KCB,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
23.99,,,,,,,,Domestic,,,,,,Red Wine
34.99,,,,,,,,Import,,,,,,Red Wine
425.93,,,,,,,,Import,,,,,,
59.88,United States > California > Napa Valley,Scale Wine Group,,Cabernet Sauvignon,20001362-PUR,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Purlieu,,Cabernet Sauvignon,,Red Wine
86.79,,Vineyard Brands,,Rhone Red Blend,,,,Import,,,,,,Red Wine
36.38,United States > California > Napa Valley > Atlas Peak,Scale Wine Group,,,,,,Domestic,,,,,,Red Wine
26.68,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
25.12,Spain,,,Interesting White,,,,Import,,,,,,White Wine
22.99,United States > Oregon > Willamette Valley,,,,,,,Domestic,,,,,,Red Wine
20.46,,,,Red Blend,,,,Domestic,,,,,,Red Wine
13.78,United States > California,,,Interesting White,,,,Domestic,,,NEW - Site-wide Overlay  - variant 3,,,White Wine
29.43,United States > California > Napa Valley > Stags Leap District,,20000266_2017-12-29,Cabernet Sauvignon,20000266-KCB,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
42.9,Spain,,,,,,,Import,,,20001781_newbrand,,,Red Wine
69.13,United States > California > Napa Valley,Kenward Family Vineyards,20001751_2018-07-21,Chardonnay,20001751-TOR,2016 TOR Torchiana Chardonnay Beresini Vineyard Carneros Napa Valley,Chardonnay,Domestic,2016 TOR Torchiana Chardonnay Beresini Vineyard Carneros Napa Valley,TOR Wines,,Chardonnay,,White Wine
28.62,United States > Washington > Columbia Valley,,,Interesting White,,,,Domestic,,DeLille Cellars,,,,White Wine
13.68,,Europvin,,Tempranillo,,,,Import,,,,,,Red Wine
24.09,,,,,,,,Import,,,,,,Red Wine
59.84,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,,,,Red Wine
93.06,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-10-09,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
22.0,,"Fruit of the Vines, Inc",,,,,,Import,,,,,,White Wine
21.19,Italy > Tuscany,Mission Wine Company ,,,,,,Import,,,,,,Red Wine
79.99,United States > California > Napa Valley,,20001302_2017-12-11,Chardonnay,20001302-TOR,2015 TOR Wines Chardonnay Reserve Cuvee Susan Napa Valley,Chardonnay,Domestic,2015 TOR Wines Chardonnay Reserve Cuvee Susan Napa Valley,TOR Wines,,Chardonnay,,White Wine
90.09,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-10-09,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
31.8,United States > California > Napa Valley > Los Carneros,Scale Wine Group,20001024_2018-06-25,Chardonnay,20001024-NIJ,2013 Nicholson Jones Selection Chardonnay Dolly Hill,Chardonnay,Domestic,2013 Nicholson Jones Selection Chardonnay Dolly Hill,Nicholson Jones Selection,,Chardonnay,,White Wine
63.75,United States > Washington > Columbia Valley,,,Red Blend,20001882-BFV,2014 Betz Clos de Betz Red Wine Columbia Valley,"Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2014 Betz Clos de Betz Red Wine Columbia Valley,Betz Family Vineyards,,Cabernet Sauvignon,,Red Wine
429.92,,,,,,,,Import,,,,,,
32.65,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
30.05,United States > California > Napa Valley,,20000904_2018-02-23,Cabernet Sauvignon,20000904-KCB,2015 Chad Cabernet Sauvignon Reserve Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Cabernet Sauvignon Reserve Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
35.2,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
61.73,Italy > Tuscany,Palm Bay International,,,,,,Import,,,,,,Red Wine
39.99,,,,,,,,Import,,,,,,Red Wine
31.86,United States > California > Napa Valley > Diamond Mountain,,20000875_2018-07-30,Cabernet Sauvignon,20000875-KCB,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
23.32,,"Fruit of the Vines, Inc",,,,,,Import,,,,,,White Wine
24.99,,,,Interesting Red,,,,Import,,,,,,Red Wine
58.44,France > Champagne,,,Champagne,,,,Import,,Billecart-Salmon,,,,Sparkling
21.54,,,,Red Blend,,,,Domestic,,,G_WineAccess_3P_Producers_Tier3,,#NAME?,Red Wine
21.64,France > Bordeaux,USA Wine West,,Bordeaux Left Bank,,,"Cabernet Sauvignon,Merlot",Import,,,G_WineAccess_3P_Producers_Tier3,,#NAME?,Red Wine
17.0,France > Provence,Wade & Clark,,Rose,,,,Import,,,,,,Rose
25.33,,,,,,,,Domestic,,,,,,Red Wine
30.06,United States > California > Napa Valley,,20001290_2018-09-21,Cabernet Sauvignon,20001290-KCB,2014 Karo-Kann Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Merlot",Private Label,2014 Karo-Kann Cabernet Sauvignon Napa Valley,Karo-Kann,,Cabernet Sauvignon,,Red Wine
37.0,United States > California > Napa Valley,,20000698_2018-01-13,,20000698-KCB,2014 Nichols Cabernet Sauvignon Private Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Private Reserve Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
32.99,United States > California > Napa Valley > Diamond Mountain,,20000875_2018-06-30,Cabernet Sauvignon,20000875-KCB,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
83.74,,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
27.99,United States > California > Napa Valley,,20001290_2017-11-27,Cabernet Sauvignon,20001290-KCB,2014 Karo-Kann Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Merlot",Private Label,2014 Karo-Kann Cabernet Sauvignon Napa Valley,Karo-Kann,20000617,Cabernet Sauvignon,,Red Wine
43.2,France > Bordeaux > Haut-Médoc,Langdon-Shiverick Imports,20000974_2018-02-09,Bordeaux Left Bank,20000974-CMR,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Bordeaux Blend,Import,2014 Chateau Mille-Roses Haut-Medoc Bordeaux,Chateau Mille-Roses,Bing_Search_Beta_General_Tier2,Bordeaux Blend,#NAME?,Red Wine
139.0,,,,,,,,Import,,,,,,
53.86,United States > California > Napa Valley > Mount Veeder,Skurnik Wines,20001721_2018-07-01,Chardonnay,20001721-MAY,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Chardonnay,Domestic,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Mayacamas Vineyards,,Chardonnay,,White Wine
17.11,,Aveniu Brands,,Red Blend,,,,Import,,Locations,,,,Red Wine
42.04,France > Burgundy,Treasury Wine Estates,,,,,,Import,,,20000650_newbrand,,,Red Wine
159.38,,,,,,,,Import,,,,,,
32.2,United States > Washington > Columbia Valley > Yakima Valley > Red Mountain,,20001411_2018-02-20,Red Blend,20001411-DLC,2014 DeLille Cellars Doyenne Aix Red Mountain ,"Cabernet Sauvignon,Syrah",Domestic,2014 DeLille Cellars Doyenne Aix Red Mountain ,DeLille Cellars,,Cabernet Sauvignon,,Red Wine
37.01,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,Y_Wine Access_3P_Producers_Caymus_Tier1,Cabernet Sauvignon,,Red Wine
53.99,France > Champagne,USA Wine West,11616647_2018-02-05,Champagne,11616647-JDF,J. Dumangin Fils Rose Brut Premier Cru Champagne,"Chardonnay,Pinot Meunier,Pinot Noir",Import,J. Dumangin Fils Rose Brut Premier Cru Champagne,J. Dumangin Fils,,Chardonnay,,Sparkling
43.09,,,,,,,,Domestic,,,,,,Red Wine
24.44,Australia > Margaret River,Wine Buzz Marketing,20001682_2018-06-18,Cabernet Sauvignon,20001682-XAN,2013 Xanadu Wines Cabernet Sauvignon Margaret River Australia,Cabernet Sauvignon,Import,2013 Xanadu Wines Cabernet Sauvignon Margaret River Australia,Xanadu Wines,michellinwinepour,Cabernet Sauvignon,,Red Wine
201.39,United States > Washington > Columbia Valley,,,Cabernet Sauvignon,20001874-QCV,2015 Quilceda Creek Vintners Cabernet Sauvignon Columbia Valley,Cabernet Sauvignon,Domestic,2015 Quilceda Creek Vintners Cabernet Sauvignon Columbia Valley,Quilceda Creek Vintners,,Cabernet Sauvignon,,Red Wine
34.4,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
21.59,,Weygandt Metzler Importing Ltd,,Rhone Red Blend,,,,Import,,,,,,Red Wine
31.67,United States > California > Napa Valley > Rutherford,,20000584_2018-05-05,Cabernet Sauvignon,20000584-KCB,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Chad,20160914_ClosduVal_20000204_Main_C,Cabernet Sauvignon,,Red Wine
35.46,,Old Bridge Cellars,,,,,,Import,,,Bing_Search_Beta_Region_General,,#NAME?,Red Wine
33.92,United States > California > Napa Valley > Stags Leap District,,20000266_2017-12-29,Cabernet Sauvignon,20000266-KCB,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
31.86,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
17.0,France > Languedoc-Roussillon,Treasury Wine Estates,20001496_2018-02-27,Red Blend,20001496-DAJ,2013 Domaine Anne Gros & Jean Paul Tollot Les Fontanilles Minervois,Carignan,Import,2013 Domaine Anne Gros & Jean Paul Tollot Les Fontanilles Minervois,Domaine Anne Gros & Jean Paul Tollot,,Carignan,,Red Wine
18.01,Australia,Little Peacock,,,,,,Import,,,,,,Red Wine
352.03,,,,,,,,Import,,,,,,
21.84,France > Rhone,Europvin,,Rhone Red Blend,,,,Import,,,,,,Red Wine
180.0,,,,,,,,Import,,,,,,
82.13,United States > California > Napa Valley,Scale Wine Group,11851706_2018-02-09,Cabernet Sauvignon,11851706-JFV,2013 Jones Family Vineyards The Sisters ,Bordeaux Blend,Domestic,2013 Jones Family Vineyards The Sisters ,Jones Family Vineyards,evocalize,Bordeaux Blend,30 Day Remarketing,Red Wine
19.99,,,,Red Blend,,,,Import,,,,,,Red Wine
21.59,United States > California,Aveniu Brands,,,,,,Domestic,,Locations,Google_Search_Gamma_Wines_USA_OR-WA-Rest,,,Red Wine
15.32,United States > California > Contra Costa,,,Red Blend,,,,Domestic,,Three Wine Company,,,,Red Wine
32.39,,,,Red Blend,,,,Domestic,,,,,,Red Wine
20.0,,,,,,,,Domestic,,,,,,Red Wine
99.0,United States > California > Napa Valley,,11867533_2018-03-25,Cabernet Sauvignon,11867533-REV,2014 Revana Cabernet Sauvignon Terroir Series,"Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2014 Revana Cabernet Sauvignon Terroir Series,Revana,Google_Search_Beta_General_Tier2,Cabernet Sauvignon,#NAME?,Red Wine
46.3,Italy > Tuscany,Palm Bay International,,,,,,Import,,,,,,Red Wine
49.99,United States > California > Napa Valley,Fait Main,20001393_2018-01-10,Cabernet Sauvignon,20001393-TET,2015 Teeter-Totter Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Teeter Totter Cabernet Sauvignon Napa Valley,Teeter-Totter,Google_Search_Beta_Wines_France_Bordeaux,Cabernet Sauvignon,,Red Wine
25.99,United States > California > Napa Valley,Vintus,,,,,,Domestic,,,,,,Red Wine
33.92,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,G_WineAccess_3P_SEARCH-Wineries-D,Cabernet Sauvignon,,Red Wine
56.47,United States > California > Sonoma County > Sonoma Coast,,,,,,,Domestic,,,Google_Search_Alpha_Wines_USA_Napa_Top-Producers,,,Red Wine
37.98,United States > California > Napa Valley,,20001548_2018-11-10,Cabernet Sauvignon,20001548-KCB,2015 Pompier Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Pompier Cabernet Sauvignon Napa Valley,Pompier,evocalize,Cabernet Sauvignon,High Value,Red Wine
28.39,,Grand Cru Selections,,Interesting Red,,"2015 Anne-Sophie Pic and Michel Chapoutier Anne-Sophie Dubois Fleurie l'Alchimiste""""",,Import,"2015 Anne-Sophie Pic and Michel Chapoutier Anne-Sophie Dubois Fleurie l'Alchimiste""""",,,,,Red Wine
51.6,United States > California > Napa Valley,,20001697_2018-07-01,Red Blend,20001697-HRG,2016 Hourglass HG III Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah",Domestic,2016 Hourglass HG III Red Blend Napa Valley,Hourglass,20000266,Cabernet Sauvignon,,Red Wine
53.86,United States > California > Napa Valley > Mount Veeder,Skurnik Wines,20001721_2018-07-01,Chardonnay,20001721-MAY,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Chardonnay,Domestic,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Mayacamas Vineyards,,Chardonnay,,White Wine
48.66,France > Champagne > Cote des Blancs > Cramant,Sussex,186165_2018-02-22,Champagne,186165-DVC,Diebolt-Vallois Cuvee Prestige Blanc de Blancs Brut,Chardonnay,Import,Diebolt-Vallois Cuvee Prestige Blanc de Blancs Brut,Diebolt-Vallois,,Chardonnay,,Sparkling
36.16,United States > California > Napa Valley,,20000941_2018-04-28,Cabernet Sauvignon,20000941-KCB,2015 Nichols Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Private Reserve Cabernet Sauvignon,Nichols,20000941_newbrand,Cabernet Sauvignon,,Red Wine
122.19,United States > California > Sonoma County > Northern Sonoma,,11825973_2017-11-17,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard Cabernet Sauvignon 55 Percent Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
49.99,United States > California > Napa Valley,,20001307_2017-12-14,Cabernet Sauvignon,20001307-TSW,2012 Three Sticks Winery Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2012 Three Sticks Winery Cabernet Sauvignon Napa Valley,Three Sticks Winery,,Cabernet Sauvignon,,Red Wine
24.38,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
69.0,United States > California > Napa Valley,Southern Glazer's of CA North,20001244_2017-11-24,,20001244-CAY,2015 Caymus Vineyards Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Caymus Vineyards Cabernet Sauvignon Napa Valley,Caymus Vineyards,,Cabernet Sauvignon,,Red Wine
21.44,,Ole Imports,,Other Spain,,,,Import,,,Google_Search_Gamma_Wines_France_Rest,,,Red Wine
37.09,United States > California > Napa Valley,,20001174_2018-03-22,Cabernet Sauvignon,20001174-BOV,2015 Band of Vintners Consortium Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Band of Vintners Consortium Cabernet Sauvignon Napa Valley,Band of Vintners,Y_Wine Access_3P_Producers_Caymus_Tier1,Cabernet Sauvignon,,Red Wine
65.7,United States > California > Napa Valley,,11841304_2018-01-22,Cabernet Sauvignon,11841304-JPW,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot",Domestic,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,Joseph Phelps,,Cabernet Sauvignon,,Red Wine
41.5,United States > California > Sonoma County > Sonoma Coast,,,,,,,Domestic,,Sojourn Cellars,,,,Red Wine
31.24,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,G_WineAccess_3P_Producers_Caymus_Tier1,Cabernet Sauvignon,caymus,Red Wine
43.6,,Gregory Condes Wines,,,,,,Import,,,Google_Search_Beta_Region,,#NAME?,Red Wine
20.2,,,,Red Blend,,,,Domestic,,,,,,Red Wine
35.96,United States > California > Napa Valley > Diamond Mountain,,20000875_2018-07-30,Cabernet Sauvignon,20000875-KCB,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",Private Label,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,Nichols,Google_Search_Gamma_Wines_USA_Napa_Top-Producers,Cabernet Sauvignon,,Red Wine
54.99,United States > California > Napa Valley > Mount Veeder,,20002059_2018-11-11,Cabernet Sauvignon,20002059-NBM,2016 Rubissow Cabernet Sauvignon Mount Veeder Napa Valley,Cabernet Sauvignon,Domestic,2016 Rubissow Cabernet Sauvignon Mount Veeder Napa Valley,Rubissow,,Cabernet Sauvignon,,Red Wine
35.55,United States > California > Napa Valley > Howell Mountain,Scale Wine Group,20001456_2018-07-24,Interesting White,20001456-QTR,2017 QTR Chenin Blanc Napa Valley,Chenin Blanc,Domestic,2017 QTR Chenin Blanc Napa Valley,QTR,,Chenin Blanc,,White Wine
86.49,France > Burgundy > Bourgogne Blanc,The Wine Trust,20001645_2018-09-18,Chardonnay,20001645-LRY,2016 Maison Leroy Bourgogne Blanc,Chardonnay,Import,2016 Maison Leroy Bourgogne Blanc,Domaine Leroy,,Chardonnay,,White Wine
16.79,,,,Interesting White,,,,Import,,,,,,White Wine
16.04,Spain,USA Wine West,,,,,,Import,,,,,,White Wine
63.74,Italy > Tuscany,Vintus,,Super Tuscan,,,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Import,,Ornellaia,,,,Red Wine
20.21,United States > California,,,Rose,,,,Domestic,,,,,,Rose
32.58,Italy > Friuli-Venezia Giulia,,20001488_2018-02-25,Interesting White,20001488-MNW,2015 Massican Gaspare Friuli Colli Orientali White Wine,"Chardonnay,Ribolla Gialla,Tocai",Import,2015 Massican Gaspare Friuli Colli Orientali White Wine,Massican Winery,,Chardonnay,,White Wine
42.49,United States > California > Napa Valley,,20001548_2018-04-12,Cabernet Sauvignon,20001548-KCB,2015 Pompier Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Pompier Cabernet Sauvignon Napa Valley,Pompier,,Cabernet Sauvignon,,Red Wine
29.09,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
23.98,,,,Red Blend,,,,Domestic,,,Google_Search_Gamma_Wines_USA_Napa_Top-Producers,,,Red Wine
31.53,United States > California > Contra Costa,,20001657_2018-06-07,Red Blend,20001657-TWC,2013 Three Wine Company Established 1885,"Carignan,Mourvedre,Petite Sirah,Zinfandel",Domestic,2013 Three Wine Company Established 1885,Three Wine Company,evocalize,Carignan,Variety,Red Wine
135.84,France > Bordeaux > Saint-Emilion Grand Cru,,,Bordeaux Right Bank,,,"Cabernet Franc,Merlot",Import,,,,,,Red Wine
245.0,,,,,,,,Import,,,Google_Search_Gamma_Wines_USA_OR-WA-Rest,,nickel & nickel wine,Red Wine
45.69,,,,,,,,Import,,,,,,Red Wine
15.19,United States > California > Contra Costa,,,Red Blend,,,,Domestic,,Three Wine Company,evocalize,,,Red Wine
54.61,Australia > Margaret River,copa fina,11884676_2018-02-19,Cabernet Sauvignon,11884676-LEU,2012 Leeuwin Estate Art Series Cabernet Sauvignon Margaret River,Cabernet Sauvignon,Import,2012 Leeuwin Estate Art Series Cabernet Sauvignon Margaret River,Leeuwin Estate,,Cabernet Sauvignon,,Red Wine
